,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
83929,20190819X82828,Incident,WPR19WA225,2019-04-14,"Merredin, Australia",Australia,,,,,Non-Fatal,,Airplane,VH-OWJ,PILATUS,PC12,No,,,NUSN,,Commercial,,0.0,0.0,0.0,4.0,,,,26-09-2020,4.0,2019.0,4.0
83931,20190416X30036,Accident,ANC19TA017,2019-04-15,"Nome, AK",United States,655533N,1643641W,,,Non-Fatal,Substantial,Airplane,N5163E,CESSNA,A185,No,1.0,Reciprocating,PUBU,,Commercial,"National Park Service, Alaska Region",0.0,0.0,1.0,0.0,IMC,,"The pilot's decision to continue a visual flight rules flight into an area of mountainous terrain and instrument meteorological conditions, which resulted in spatial disorientation and controlled flight into terrain. Contributing to the accident was the pilots lack of instrument proficiency. ",15-07-2021,4.0,2019.0,1.0
83941,20190417X11351,Accident,WPR19LA112,2019-04-16,"Morganza, LA",United States,304321N,0913853W,,Frey Farms,Non-Fatal,Substantial,Airplane,N599LA,AIR TRACTOR,AT502,No,,Turbo Shaft,137,,Commercial,Aerial Crop Care Inc,0.0,0.0,1.0,0.0,VMC,,,26-09-2020,4.0,2019.0,1.0
83942,20190418X22637,Accident,GAA19WA210,2019-04-16,"Marcel Marchant (SCPF), Chile",Chile,,,,,Fatal,Substantial,Airplane,CC-CYR,BRITTEN NORMAN,BN2A,No,,Reciprocating,NUSN,,Commercial,Sociedad De -Chile,6.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,6.0
83945,20190418X41557,Accident,GAA19CA212,2019-04-17,"Wickenburg, AZ",United States,335814N,1124742W,E25,Wickenburg Muni,Non-Fatal,Substantial,Airplane,N425PA,PIPER,PA28,No,1.0,Reciprocating,091,,Commercial,AeroGuard Flight Training Center,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain lateral control during landing and his exceedance of the airplanes critical angle of attack during the subsequent aborted landing, which resulted in an aerodynamic stall.",26-09-2020,4.0,2019.0,1.0
83948,20190628X63755,Incident,ERA19WA203,2019-04-18,"Rio de Janeiro, Brazil",Brazil,225515S,0042417W,SBCB,Cabo Frio,,,Airplane,N100QR,CANADAIR,CL600 1A11,No,,,NUSN,,Commercial,Easy Flight Inc.,0.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,0.0
83953,20190516X24200,Accident,GAA19CA268,2019-04-19,"Saipan,",United States,001575N,1454327E,GSN,SAIPAN INTERNATIONAL AIRPORT,Non-Fatal,Substantial,Airplane,N4599X,PIPER,PA32,No,1.0,Reciprocating,135,SCHD,Commercial,Star Marianas Air Inc,0.0,0.0,0.0,4.0,VMC,,"The airplanes collision with a bird during the initial climb, which resulted in the engine cowling separating and impacting the empennage.",26-09-2020,4.0,2019.0,4.0
83957,20190422X35835,Accident,GAA19CA218,2019-04-20,"Reedsburg, WI",United States,433133N,0089590W,C35,Reedsburg Muni,Non-Fatal,Substantial,Airplane,N59DW,CESSNA,180,No,1.0,Reciprocating,091,,Commercial,State Of Wisconsin,0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of directional control and subsequent improper brake application during the landing roll, which resulted in a nose-over.   ",26-09-2020,4.0,2019.0,1.0
83964,20190422X20140,Accident,CEN19FA124,2019-04-22,"Kerrville, TX",United States,030215N,0099119W,ERV,Kerrville Muni/Louis Schreiner,Fatal,Substantial,Airplane,N501CE,BEECH,58,No,2.0,Reciprocating,091,,Commercial,,6.0,0.0,0.0,0.0,IMC,,"The pilot's inadequate preflight fuel planning and fuel management, which resulted in a loss of engine power due to fuel exhaustion. Also causal was the pilot's failure to follow the one-engine inoperative checklist and maintain the airplane's minimum controllable airspeed by properly configuring the airplane, which resulted in a loss of airplane controllability.",17-05-2021,4.0,2019.0,6.0
83969,20190423X32138,Accident,GAA19CA220,2019-04-23,"Prescott, AZ",United States,343917N,0112259W,PRC,Ernest A Love Field,Non-Fatal,Substantial,Airplane,N1897V,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Pmc Aviation,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain clearance from a fence post during taxi operations.,,4.0,2019.0,1.0
83976,20190425X83902,Accident,WPR19FA121,2019-04-25,"Madera, CA",United States,365953N,0120735W,MAE,Madera Municipal Airport,Fatal,Destroyed,Airplane,N797N,TL ULTRALIGHT SRO,STINGSPORT,No,,,091,,Commercial,,2.0,0.0,0.0,0.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack during the simulated engine failure on initial climb after takeoff, which resulted in an aerodynamic stall and subsequent loss of control at too low of an altitude to recover.",15-07-2021,4.0,2019.0,2.0
83981,20190430X15852,Accident,GAA19CA231,2019-04-26,"St Charles, MO",United States,385547N,0902548W,SET,St Charles County Smartt,Non-Fatal,Substantial,Airplane,N3733D,BEECH,76,No,2.0,Reciprocating,091,,Commercial,Dury Aviation Services Inc,0.0,0.0,0.0,2.0,VMC,,The pilot receiving instruction's failure to extend the landing gear. Contributing to the accident were the pilot receiving instruction's failure to complete the landing checklist and the flight instructor's inadequate monitoring of the pilot.   ,,4.0,2019.0,2.0
83984,20190506X82424,Incident,DCA19WA145,2019-04-26,"Bogota, Colombia",Colombia,,,,,,,Airplane,HK5026,BOEING,737,No,,,NUSC,,Commercial,,0.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,0.0
83992,20190428X52843,Accident,GAA19CA228,2019-04-28,"Lincoln, CA",United States,385433N,0121215W,LHM,Lincoln Rgnl/Karl Harder Field,Non-Fatal,Substantial,Airplane,N5046E,BELLANCA,7GCAA,No,1.0,Reciprocating,091,,Commercial,"Mach 5 Aviation, Inc",0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction's failure to maintain directional control during landing, which resulted in an attempted go-around and collision with a trench, and the flight instructor's delayed remedial action during the landing. ",26-09-2020,4.0,2019.0,2.0
83994,20190429X52852,Accident,CEN19TA131,2019-04-28,"Quanah, TX",United States,342148N,0099543W,,,Non-Fatal,Substantial,Airplane,N602AM,AIR TRACTOR,AT 602,No,1.0,Turbo Prop,137,,Commercial,Buffalo Ridge Airspray Llc,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from the power line during a low altitude aerial application maneuver.,,4.0,2019.0,1.0
83997,20190503X04736,Incident,ENG19WA023,2019-04-28,"Johannesburg, South Africa",South Africa,,,JNB,,Non-Fatal,,Airplane,Z-WPF,BOEING,767,No,2.0,Turbo Fan,NUSC,SCHD,Commercial,Air Zimbabwe,0.0,0.0,0.0,104.0,,,,26-09-2020,4.0,2019.0,104.0
84001,20190429X41324,Accident,ERA19LA162,2019-04-29,"Sebastian, FL",United States,275041N,0804522W,,,Non-Fatal,Substantial,Airplane,N3031W,PIPER,PA28,No,1.0,Reciprocating,091,,Commercial,Paris Air Inc,0.0,0.0,0.0,2.0,VMC,,,26-09-2020,4.0,2019.0,2.0
84003,20190507X80802,Accident,GAA19CA372,2019-04-29,"Porterville, CA",United States,355538N,1191619W,,,Non-Fatal,Substantial,Airplane,N189JC,CESSNA,T206,No,1.0,Reciprocating,PUBU,,Commercial,Tulare County Sheriff,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to verify that the rear cargo portion of the right cabin door was adequately secured before flight, which resulted in both portions of the door opening in flight and substantial damage to the fuselage.

",26-09-2020,4.0,2019.0,2.0
84004,20190612X81727,Incident,ENG19WA024,2019-04-29,"London, United Kingdom",United Kingdom,,,,,,Minor,Airplane,N657UA,BOEING,767,No,2.0,Turbo Fan,UNK,,Commercial,United Airlines,0.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,0.0
84007,20190502X84711,Accident,ERA19TA166,2019-04-30,"New Bern, NC",United States,035422N,0077235W,EWN,Coastal Carolina Regional,Non-Fatal,Substantial,Airplane,N733UF,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Tradewind Flight Services Inc,0.0,1.0,0.0,0.0,VMC,,"The student pilots failure to maintain directional control during landing, which resulted in a runway excursion.",03-12-2020,4.0,2019.0,1.0
84010,20190501X03948,Accident,GAA19CA236,2019-05-01,"Wasilla, AK",United States,613557N,0149272W,,,Non-Fatal,Substantial,Airplane,N3031U,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's failure to verify the fuel level, which resulted in a total loss of engine power due to fuel exhaustion and a subsequent forced landing and collision with a power line pole. Contributing to the accident was the student pilot's inadequate preflight fuel planning.

",26-09-2020,5.0,2019.0,2.0
84017,20190507X84723,Accident,GAA19WA248,2019-05-01,"Rigolet, NL, Canada",Canada,544236N,0582150E,,,Non-Fatal,Substantial,Airplane,N757NY,PIPER,PA46,No,,,NUSN,,Commercial,,0.0,0.0,0.0,2.0,,,,26-09-2020,5.0,2019.0,2.0
84018,20190502X02835,Accident,GAA19CA239,2019-05-02,"Bethel, AK",United States,604643N,1615014W,BET,Bethel,Non-Fatal,Substantial,Airplane,N524AV,GIPPSLAND,GA8,No,1.0,Reciprocating,135,SCHD,Commercial,Global Air Concepts Llc,0.0,0.0,0.0,7.0,VMC,,The pilot's failure to maintain adequate clearance from a shipping container while taxiing.  ,,5.0,2019.0,7.0
84022,20200519X93321,Accident,DCA19WA222,2019-05-02,"Narita, Japan",Japan,,,,,Non-Fatal,,Airplane,HL8021,BOEING,737,No,,,NUSC,,Commercial,,0.0,0.0,1.0,185.0,,,,26-09-2020,5.0,2019.0,186.0
84026,20190507X02253,Accident,GAA19WA249,2019-05-03,"Grena, Denmark",Denmark,,,,,Non-Fatal,Destroyed,Airplane,OY-CLH,GRUMMAN,AA1,No,,,NUSN,,Commercial,,0.0,1.0,0.0,0.0,,,,26-09-2020,5.0,2019.0,1.0
84028,20190509X51159,Accident,ERA19WA168,2019-05-03,"Isla Bejucal, Spain",Spain,014030S,0793915W,,,Non-Fatal,Destroyed,Airplane,HC-CHZ,AYRES,S2R,No,,Turbo Prop,NUSC,,Commercial,Aeroquir,0.0,0.0,1.0,0.0,,,,26-09-2020,5.0,2019.0,1.0
84029,20190523X73213,Accident,GAA19WA274,2019-05-03,"Atizapan de Zaragoza, Mexico (jjc airport), Mexico",Mexico,193442N,0099173E,jjc,,Fatal,Substantial,Airplane,XB-OWS,CESSNA,T210,No,,,NUSN,,Commercial,Norma Alicia Echavarria Ardizoni,1.0,0.0,0.0,0.0,,,,26-09-2020,5.0,2019.0,1.0
84031,20190504X04947,Accident,DCA19MA143,2019-05-04,"Jacksonville, FL",United States,301354N,0813937W,NIP,JACKSONVILLE NAS (TOWERS FLD),Non-Fatal,Substantial,Airplane,N732MA,BOEING,737,No,2.0,Turbo Fan,121,NSCH,Commercial,Miami Air International,0.0,1.0,0.0,142.0,IMC,,"An extreme loss of braking friction due to heavy rain and the water depth on the ungrooved runway, which resulted in viscous hydroplaning. Contributing to the accident was the operators inadequate guidance for evaluating runway braking conditions and conducting en route landing distance assessments. Contributing to the continuation of an unstabilized approach were 1) the captains plan continuation bias and increased workload due to the weather and performing check airman duties and 2) the first officers lack of experience.",04-08-2021,5.0,2019.0,143.0
84038,20190506X71650,Accident,WPR19LA136,2019-05-04,"Winter Haven, FL",United States,028347N,0814512W,GIF,WINTER HAVEN RGNL,Non-Fatal,Substantial,Airplane,N2134T,PIPER,PA28R,No,,,091,,Commercial,,0.0,0.0,0.0,2.0,,,,26-09-2020,5.0,2019.0,2.0
84041,20190515X71620,Accident,GAA19WA265,2019-05-04,"Edinburgh, United Kingdom",United Kingdom,,,,Edinburgh Airport,Non-Fatal,,Airplane,C-GMCP,LEARJET,45,No,,,NUSN,,Commercial,,0.0,0.0,0.0,2.0,,,,26-09-2020,5.0,2019.0,2.0
84042,20190618X21855,Accident,ANC19WA023,2019-05-04,"Smithers, Canada",Canada,,,,,Fatal,Destroyed,Airplane,C-FLVN,CESSNA,182,No,1.0,Reciprocating,NUSC,,Commercial,Lakes District Air Services Ltd.,3.0,0.0,1.0,0.0,,,,26-09-2020,5.0,2019.0,4.0
84045,20190505X55947,Accident,GAA19CA242,2019-05-05,"Sandy Valley, NV",United States,354737N,1153736W,3L2,SKY RANCH,Non-Fatal,Substantial,Airplane,N175LM,FLIGHT DESIGN,CTLS,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"The pilot's steep bank turn at low altitude, which resulted in a rapid descent and hard landing.

",26-09-2020,5.0,2019.0,2.0
84046,20190505X61249,Accident,WPR19LA137,2019-05-05,"Sutter, CA",United States,391122N,1214231W,,,Non-Fatal,Substantial,Airplane,N3630D,GRUMMAN,G164,No,1.0,Turbo Prop,137,,Commercial,Anderson's Flying Service,0.0,0.0,0.0,1.0,VMC,,,26-09-2020,5.0,2019.0,1.0
84049,20190506X61405,Accident,CEN19WA137,2019-05-05,"COAHUILA, Mexico",Mexico,,,,,Fatal,Substantial,Airplane,N601VH,CANADAIR,CL 600 2B16,No,,,NUSC,,Commercial,,14.0,0.0,0.0,0.0,,,,26-09-2020,5.0,2019.0,14.0
84051,20190517X21143,Accident,DCA19WA148,2019-05-05,"Moscow, Russia",Russia,,,,,Fatal,Destroyed,Airplane,RA89098,SUKHOI,RRJ95,No,,,NUSC,,Commercial,,41.0,0.0,0.0,39.0,,,,26-09-2020,5.0,2019.0,80.0
84055,20190506X45027,Accident,ERA19FA164,2019-05-06,"Foley, AL",United States,302558N,0087428W,5R4,Foley Municipal Airport,Fatal,Destroyed,Airplane,N5542U,PIPER,PA28,No,1.0,Reciprocating,091,,Commercial,Lightning Aviation,1.0,0.0,1.0,0.0,VMC,,"A partial loss of engine power due to a stuck exhaust valve and the flight instructor's exceedance of the airplane's critical angle of attack following the loss of power, which resulted in an aerodynamic stall at low altitude.",26-09-2020,5.0,2019.0,2.0
84057,20190506X73526,Accident,GAA19CA247,2019-05-06,"Auburn, CA",United States,385717N,0121454W,AUN,Auburn Muni,Non-Fatal,Substantial,Airplane,N734DX,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Citabria Inc,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper retraction of the flaps during a go-around and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall.  ",26-09-2020,5.0,2019.0,1.0
84061,20190509X05207,Accident,CEN19FA139,2019-05-08,"Moose Lake, MN",United States,462524N,0924820W,KMZH,Moose Lake Carlton County Airp,Fatal,Substantial,Airplane,N111JP,MOONEY,M20J,No,1.0,Reciprocating,091,,Commercial,,1.0,0.0,0.0,0.0,IMC,,,04-11-2021,5.0,2019.0,1.0
84062,20190509X23544,Accident,ERA19LA169,2019-05-09,"Newport News, VA",United States,037755N,0762935W,PHF,Newport News/Williamsburg Intl,Non-Fatal,Substantial,Airplane,N343AX,HAWKER SIDDELEY,HUNTER,No,1.0,Turbo Jet,PUBU,,Commercial,Airborne Tactical Advantage Company,0.0,0.0,0.0,1.0,VMC,,,26-09-2020,5.0,2019.0,1.0
84063,20190512X91827,Accident,GAA19CA280,2019-05-09,"Charlotte, NC",United States,351247N,0080405W,8A6,WILGROVE AIR PARK,Non-Fatal,Substantial,Airplane,N7855W,PIPER,PA28,No,1.0,Reciprocating,091,,Commercial,"Alpha One Air Service, LLC",0.0,0.0,0.0,2.0,VMC,,"The student pilot's improper attempted go-around and the flight instructor's delayed remedial action, which resulted in an aerodynamic stall followed by a hard landing, runway excursion, and impact with vegetation.

",26-09-2020,5.0,2019.0,2.0
84064,20190514X85601,Incident,ERA19IA178,2019-05-09,"Savannah, GA",United States,032745N,0081123W,SAV,Savannah/Hilton Head Intl,Non-Fatal,,Airplane,N744AT,CESSNA,550,No,2.0,Turbo Jet,135,NSCH,Commercial,Air Ambulance By Air Trek Inc,0.0,0.0,0.0,7.0,VMC,,"The lineman's inadvertent introduction of diesel exhaust fluid (DEF) to the fuel truck fuel system icing inhibitor reservoir, which resulted in fuel contamination and a total loss of engine power. Contributing to the accident was the fixed-base operator's failure to ensure that DEF was stored off-airfield in accordance with their own policy.",03-12-2020,5.0,2019.0,7.0
84065,20190510X95515,Accident,GAA19CA255,2019-05-10,"Roseburg, OR",United States,431422N,1232121W,RBG,Roseburg Rgnl,Non-Fatal,Substantial,Airplane,N107DM,ELMWOOD,CHRISTAVIA MK I,Yes,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during landing, which resulted in a ground loop.  

",26-09-2020,5.0,2019.0,1.0
84067,20190604X30248,Accident,WPR19WA158,2019-05-10,"Mookgopong, South Africa",South Africa,242637S,0282626E,,Mountain View Lodge,Fatal,Destroyed,Airplane,ZU-FUO,JM KEMP,RT13B,No,1.0,Reciprocating,UNK,,Commercial,JM Kemp,2.0,0.0,0.0,0.0,,,,26-09-2020,5.0,2019.0,2.0
84068,20190511X33053,Accident,CEN19FA140,2019-05-11,"Eagle Lake, TX",United States,293058N,0962352W,,,Fatal,Destroyed,Airplane,N713LA,AIR TRACTOR,AT502,No,1.0,Turbo Prop,137,,Commercial,"A N F Air Service, Inc.",1.0,0.0,0.0,0.0,IMC,,"The non-instrument-rated pilot's decision to fly into instrument meteorological conditions, which resulted in spatial disorientation, a loss of control, and a subsequent impact with terrain.",26-09-2020,5.0,2019.0,1.0
84072,20190512X92801,Accident,GAA19CA264,2019-05-11,"Mount Holly, NJ",United States,395631N,0745055W,VAY,SOUTH JERSEY RGNL,Non-Fatal,Substantial,Airplane,N51DM,AERO COMMANDER,695,No,2.0,Turbo Prop,091,,Commercial,Jersey Ordnance Inc,0.0,0.0,0.0,2.0,VMC,,The airplanes impact with a deer on the runway during takeoff.,,5.0,2019.0,2.0
84078,20190513X45808,Accident,GAA19CA260,2019-05-12,"Northway, AK",United States,625740N,1415541W,ORT,Northway,Non-Fatal,Substantial,Airplane,N2429E,CESSNA,A185,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop and subsequent nose-over.",26-09-2020,5.0,2019.0,2.0
84080,20190530X00748,Accident,GAA19WA291,2019-05-12,"Mahahual, Mexico, Mexico",Mexico,184518N,0874129W,,,Fatal,Substantial,Airplane,XB-OYJ,CESSNA,T210,No,,,NUSN,,Commercial,,2.0,0.0,0.0,0.0,,,,26-09-2020,5.0,2019.0,2.0
84081,20190807X15806,Accident,CEN19WA254,2019-05-12,"Abergavenny, United Kingdom",United Kingdom,514739N,0025938W,,Abergavenny Airfield,Non-Fatal,Destroyed,Airplane,2-RORO,CIRRUS,SR22,No,,Reciprocating,NUSN,,Commercial,,0.0,3.0,0.0,0.0,,,,26-09-2020,5.0,2019.0,3.0
84082,20190513X03825,Accident,CEN19FA165,2019-05-13,"Frankfort, MI",United States,443722N,0861950W,,,Fatal,Substantial,Airplane,N1561Z,BEECH,V35,No,1.0,Reciprocating,091,,Commercial,,2.0,0.0,0.0,0.0,VMC,,A loss of engine power for reasons that could not be determined based on the available information.,26-09-2020,5.0,2019.0,2.0
84084,20190513X55350,Accident,GAA19CA261,2019-05-13,"Belgrade, MT",United States,045472N,0111939W,BZN,BOZEMAN YELLOWSTONE INTL,Non-Fatal,Substantial,Airplane,N772DW,SIAI-MARCHETTI,SM,No,1.0,Turbo Prop,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction's overapplication of rudder during the landing roll and his subsequent failure to maintain directional control, which resulted in a ground loop. 

",26-09-2020,5.0,2019.0,2.0
84085,20190514X70427,Accident,CEN19MA141,2019-05-13,"Ketchikan, AK",United States,552532N,1313018W,,,Fatal,Destroyed,Airplane,N952DB,DE HAVILLAND,DHC-2,No,1.0,Reciprocating,135,NSCH,Commercial,Mountain Air Service LLC,6.0,1.0,9.0,0.0,VMC,,"The inherent limitations of the see-and-avoid concept, which prevented the two pilots from seeing the other airplane before the collision, and the absence of visual and aural alerts from both airplanes traffic display systems, while operating in a geographic area with a high concentration of air tour activity. Contributing to the accident were (1) the Federal Aviation Administrations provision of new transceivers that lacked alerting capability to Capstone Program operators without adequately mitigating the increased risk associated with the consequent loss of the previously available alerting capability and (2) the absence of a requirement for airborne traffic advisory systems with aural alerting among operators who carry passengers for hire.",07-10-2021,5.0,2019.0,16.0
84087,20190521X92202,Incident,DCA19WA150,2019-05-13,"Derby, Australia",Australia,173453S,1234942E,,,Non-Fatal,,Airplane,unknown,AIRBUS,A330,No,,Turbo Fan,NUSC,SCHD,Commercial,,0.0,0.0,0.0,244.0,,,,26-09-2020,5.0,2019.0,244.0
84088,20190624X73537,Accident,DCA19WA172,2019-05-13,"Seoul, South Korea",South Korea,,,,,Non-Fatal,,Airplane,HL7726,BOEING,737,No,,,NUSC,,Commercial,,0.0,0.0,1.0,82.0,,,,26-09-2020,5.0,2019.0,83.0
84091,20190516X61832,Accident,GAA19CA269,2019-05-14,"Tomball, TX",United States,030342N,0953310W,DWH,David Wayne Hooks Memorial,Non-Fatal,Substantial,Airplane,N8159U,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,MJH Aero Inc,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during landing with a left crosswind, which resulted in a runway excursion and subsequent nose-over.  ",26-09-2020,5.0,2019.0,1.0
84094,20190515X74858,Accident,WPR19FA145,2019-05-15,"Pleasant Grove, CA",United States,038537N,1212526W,25CL,Van Dyke Strip,Fatal,Destroyed,Airplane,N6787K,GRUMMAN,G164,No,,,137,,Commercial,Moe's Crop Dusting Service Inc.,2.0,0.0,0.0,0.0,VMC,,,06-01-2021,5.0,2019.0,2.0
84098,20190517X00154,Accident,CEN19FA143,2019-05-15,"Loveland, CO",United States,402753N,0010558W,FNL,Northern Colorado Regional,Fatal,Destroyed,Airplane,N60RK,BEECH,60,No,2.0,Reciprocating,091,,Commercial,,1.0,0.0,0.0,0.0,VMC,,A loss of control due to an inflight right engine fire due to the loose fuel hose between the engine-driven fuel pump and the flow transducer.,26-09-2020,5.0,2019.0,1.0
